ID,Gender,Age,FieldOfStudy,FieldOfStudy_Other,CourseLanguage,UseCollabTools,Teams,Zoom,GoogleWorkspace,Slack,Trello,Notion,Miro,Mural,GitHub,Monday,Asana,Jira,OtherCollaborationTools,UseOtherTools,UserFriendliness,Functionality,Integration,Scalability,Cost,PrivacySecurity,Reliability,Mobility,Customizability,Feedback,Accessibility,Reputation,ImpactOnCollaboration,ImpactOnOrganization,ImpactOnCoordination,ImpactOnCommunication,ImpactOnParticipation,ImpactOnMotivation,SatisfactionWithToolsVariety,EffectiveToolIntegration,AdequacyOfTraining,EffectivenessOfSupport,InvolvementInDecisionMaking,ChallengeTechnicalIssues,ChallengeFamiliarity,ChallengeCommunication,ChallengeEngagement,ChallengeOrganization,ChallengePrivacySecurity,ChallengeSupportTraining,OtherDifficulties,ImpactOnAcademicPerformance,AdditionalComments
183,Male,25-29,"Science, Technology, Engineering and Mathematics",,English,Yes,Daily,Weekly,Less frequently,Never,Never,Never,Less frequently,Never,Daily,Never,Never,Never,Never,,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Disagree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Rarely,Often,,Very,
184,Female,20-24,Social Sciences,,(Swiss-)German,Yes,Weekly,Weekly,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Very,
185,Female,20-24,Business and Economics,,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Disagree,Rarely,Rarely,Never,Sometimes,Never,Never,Never,,Slightly,
186,Female,20-24,Business and Economics,,(Swiss-)German,Yes,Several times a week,Several times a week,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Often,Sometimes,Often,Very often,Sometimes,Never,Rarely,,Very,
187,Female,25-29,Business and Economics,,(Swiss-)German,Yes,Daily,Never,Weekly,Less frequently,Never,Never,Daily,Never,Never,Less frequently,Never,Never,Never,Canva for presentations and creative activities,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Rarely,Sometimes,Sometimes,Rarely,Never,Never,Never,,Moderately,
188,Male,over 35 years,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Weekly,Sharepoint,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly disagree,Often,Rarely,Rarely,Sometimes,Often,Rarely,Rarely,,Slightly,"Collaboration tools are helpfull for meetings (sponatneous, no time for travelling as it is for a physical meeting) but on the other hand it is more time consuming for discussions because its complicate for cummunication e.g. share ideas. Furthermore they are helpfull if lessons are recorded for learning but there is less participation (members and discussions/questions) in class if it is online. Organisation is more complicate as more different tools are used (missing some information, time consuming for searching documents as they are shared only in specific tools e.g. meeting in tool A, important infos in tool A or B, documents in tool B, C or D and class training in tool B or D) and sometimes missleading if a document is uploaded in two different tools but only updated in one of them."
189,Male,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Less frequently,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Weekly,Never,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Rarely,Sometimes,Sometimes,Often,Rarely,Rarely,Very often,,Very,"Not only students among themselves should be using these tools. Lecturers should be also involved and motivated!  
The tools is not being using in vast majority of lectures."
190,Female,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Less frequently,Daily,Never,Never,Never,Less frequently,Never,Less frequently,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,Rarely,,Moderately,i almost use only Teams and outlook
191,Female,30-34,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,no,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,,Very,
192,Female,20-24,Education,,(Swiss-)German,Yes,Weekly,Never,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Several times a week,moodle,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,-,Moderately,
193,Female,20-24,Other,Health Promotion and Prevention ,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Never,Weekly,Never,Never,Never,Never,Never,Daily,Microsoft One Note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Female,25-29,Social Sciences,,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Several times a week,Never,Never,Never,Never,Never,Never,Never,,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Rarely,Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,,Slightly,
195,Female,over 35 years,Social Sciences,,(Swiss-)German,Yes,Several times a week,Weekly,Never,Never,Daily,Never,Weekly,Never,Never,Never,Never,Never,Several times a week,"OneNote, Ticktick",Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,,Slightly,
196,Female,25-29,Business and Economics,,(Swiss-)German,Yes,Daily,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Less frequently,Never,,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,,Very,
197,Male,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Often,Sometimes,Often,Often,Rarely,Sometimes,Rarely,,Moderately,
198,Female,25-29,Business and Economics,,(Swiss-)German,Yes,Several times a week,Never,Daily,Never,Never,Less frequently,Less frequently,Never,Never,Less frequently,Never,Less frequently,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Strongly disagree,Often,Often,Rarely,Rarely,Often,Never,Sometimes,,Moderately,
199,Female,20-24,Business and Economics,,English,Yes,Several times a week,Weekly,Daily,Less frequently,Less frequently,Weekly,Never,Never,Never,Never,Never,Never,Less frequently,Webex,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly disagree,Often,Sometimes,Often,Very often,Rarely,Rarely,Never,,Not at all,
201,Female,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,,Moderately,
202,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Never,Never,Never,Never,Never,Never,Never,Weekly,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,,Very,
203,Female,25-29,Other,psychology,(Swiss-)German,Yes,Less frequently,Weekly,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,moodle,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly disagree,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Never,,Slightly,
204,Female,25-29,Other,Social work,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,Teams,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Rarely,Sometimes,Often,Sometimes,Very often,Sometimes,Rarely,,Very,
205,Female,20-24,Business and Economics,,English,Yes,Several times a week,Less frequently,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Daily,"Outlook, Skype for Business",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,,Very,
206,Female,20-24,Social Sciences,,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Less frequently,Less frequently,Never,Never,Never,Never,Several times a week,Moodle,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Sometimes,Never,Rarely,Often,Sometimes,Never,Never,internet connection,Moderately,
207,Male,30-34,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Several times a week,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Female,25-29,Communication and Media Studies,,(Swiss-)German,Yes,Weekly,Less frequently,Weekly,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly Agree,Neutral,Strongly disagree,Often,Rarely,Never,Often,Never,Rarely,Rarely,,Moderately,
209,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Less frequently,Never,Never,Never,Never,Never,Less frequently,Never,Several times a week,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Very often,Rarely,Very often,Very often,Very often,Very often,Sometimes,,Not at all,
210,Male,20-24,Communication and Media Studies,,(Swiss-)German,Yes,Weekly,Weekly,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,
212,Male,30-34,Business and Economics,,English,Yes,Less frequently,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Rarely,Rarely,Rarely,Never,Never,Rarely,Sometimes,,Moderately,
213,Female,over 35 years,Social Sciences,,(Swiss-)German,Yes,Weekly,Weekly,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Female,20-24,Other,Linguistics,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Weekly,Never,Less frequently,Never,Never,Never,Never,,Strongly Agree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Strongly disagree,Agree,Disagree,Often,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,,Moderately,
215,Female,25-29,Other,Applied Linguistics,(Swiss-)German,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Neutral,Agree,Disagree,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,,Slightly,
217,Female,25-29,Communication and Media Studies,,(Swiss-)German,Yes,Several times a week,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Rarely,,Slightly,
218,Female,over 35 years,Business and Economics,,(Swiss-)German,Yes,Several times a week,Less frequently,Weekly,Never,Daily,Never,Weekly,Never,Never,Never,Never,Never,Several times a week,Canva,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,
219,Male,25-29,Business and Economics,,(Swiss-)German,Yes,Less frequently,Less frequently,Never,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,,Very,
220,Female,over 35 years,Social Sciences,,(Swiss-)German,Yes,Less frequently,Several times a week,Several times a week,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,,Moderately,
221,Male,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Less frequently,Several times a week,Never,Never,Never,Less frequently,Never,Less frequently,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Moderately,
222,Female,25-29,Communication and Media Studies,,(Swiss-)German,Yes,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Neutral,Strongly disagree,Often,Rarely,Rarely,Very often,Often,Never,Very often,,Not at all,
223,Male,over 35 years,Business and Economics,,(Swiss-)German,Yes,Several times a week,Never,Never,Never,Never,Never,Never,Never,Weekly,Never,Never,Never,Never,WebEx,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Strongly disagree,Often,Often,Rarely,Sometimes,Sometimes,Rarely,Sometimes,,Slightly,
225,Female,30-34,Life Sciences and Medicine,,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Never,Weekly,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,,Moderately,
226,Female,25-29,Social Sciences,,(Swiss-)German,Yes,Weekly,Less frequently,Less frequently,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly disagree,Neutral,Disagree,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,access problems after updates of the tool  (new teams),Very,"One important thing which I think we all have to learn is not especially ""what"" we can do with those tools, but ""how"" we can use them as a Team. There are so many trainings how everyone should collaborate but there are only a few trainings for the new way of working. How can we strengthen the team spirit via digital tools?"
228,Female,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Less frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Webex,Agree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Neutral,Agree,Agree,Neutral,Disagree,Strongly disagree,Sometimes,Often,Rarely,Often,Rarely,Rarely,Rarely,,Very,
229,Male,25-29,Life Sciences and Medicine,,(Swiss-)German,Yes,Several times a week,Weekly,Daily,Never,Never,Never,Less frequently,Never,Less frequently,Less frequently,Never,Never,Never,Whatsapp,Agree,Agree,Neutral,Strongly disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Rarely,Sometimes,Sometimes,Often,Sometimes,Never,Rarely,,Moderately,
231,Female,20-24,Business and Economics,,(Swiss-)German,Yes,Daily,Never,Daily,Never,Never,Never,Never,Never,Never,Never,Never,Never,Weekly,Moodle,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Never,,Very,
232,Male,25-29,Business and Economics,,(Swiss-)German,Yes,Daily,Never,Less frequently,Never,Never,Never,Never,Never,Less frequently,Never,Never,Less frequently,Never,Skype,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Disagree,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,,Slightly,
234,Male,30-34,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Never,Never,Sometimes,Never,Sometimes,Never,Never,,Extremely,
235,Female,over 35 years,Life Sciences and Medicine,,(Swiss-)German,Yes,Several times a week,Several times a week,Less frequently,Never,Never,Never,Weekly,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Sometimes,Rarely,Rarely,Often,Sometimes,Rarely,Often,,Slightly,
236,Male,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Daily,Never,Never,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Less frequently,Moodle,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Often,Often,Sometimes,Rarely,Never,Rarely,,Not at all,
237,Male,20-24,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Daily,Less frequently,Never,Less frequently,Never,Never,Never,Never,Google Calendar,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Strongly disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,"Dozenten der alten Schule verweigern oft das arbeiten mit einem digitalen Tool, oder jeder benutzt ein anderes Tool. Dadurch muss man überall die benötigten Resourcen einer Woche zusammen sammeln. ",Very,"Wenn nur ein gutes Tool benutzt werden würde, von jedem, dann wäre es noch weniger mühsam. "
238,Female,25-29,Other,Linguistics,(Swiss-)German,Yes,Several times a week,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Never,,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Sometimes,Often,Sometimes,Rarely,Rarely,Rarely,Rarely,,Very,
239,Male,over 35 years,Other,Public Health ,(Swiss-)German,Yes,Weekly,Less frequently,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,Never,Several times a week,MS Teams ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,
240,Male,over 35 years,Communication and Media Studies,,English,Yes,Several times a week,Several times a week,Several times a week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Trados,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,,Moderately,
242,Male,20-24,Life Sciences and Medicine,,(Swiss-)German,Yes,Daily,Less frequently,Never,Never,Never,Never,Less frequently,Less frequently,Never,Never,Never,Never,Never,,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Very often,Very often,Sometimes,Very often,Very often,Never,Rarely,,Moderately,
243,Female,25-29,"Science, Technology, Engineering and Mathematics",,(Swiss-)German,Yes,Several times a week,Never,Less frequently,Never,Never,Never,Never,Never,Less frequently,Never,Never,Never,Never,,Neutral,Agree,Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Very often,Rarely,Rarely,Never,Never,Never,Never,,Very,
